Fecha;Territorio;Medida;Valor;
26/06/2020;Huelva;Hospitalizados;223;
26/06/2020;Huelva;Total UCI;31;
26/06/2020;Huelva;Fallecidos;48;
26/06/2020;Huelva;Curados;480;
26/06/2020;Huelva;Confirmados total;544;
26/06/2020;Jaén;Confirmados PCR;1478;
26/06/2020;Jaén;Confirmados PCR 14 días;5;
26/06/2020;Jaén;Confirmados PCR 7 días;0;
26/06/2020;Jaén;Hospitalizados;776;
26/06/2020;Jaén;Total UCI;91;
26/06/2020;Jaén;Fallecidos;188;
26/06/2020;Jaén;Curados;1725;
26/06/2020;Jaén;Confirmados total;1971;
26/06/2020;Málaga;Confirmados PCR;2905;
26/06/2020;Málaga;Confirmados PCR 14 días;56;
26/06/2020;Málaga;Confirmados PCR 7 días;49;
26/06/2020;Málaga;Hospitalizados;1498;
26/06/2020;Málaga;Total UCI;168;
26/06/2020;Málaga;Fallecidos;287;
26/06/2020;Málaga;Curados;3587;
26/06/2020;Málaga;Confirmados total;4670;
26/06/2020;Sevilla;Confirmados PCR;2500;
26/06/2020;Sevilla;Confirmados PCR 14 días;10;
26/06/2020;Sevilla;Confirmados PCR 7 días;2;
26/06/2020;Sevilla;Hospitalizados;1213;
26/06/2020;Sevilla;Total UCI;152;
26/06/2020;Sevilla;Fallecidos;289;
26/06/2020;Sevilla;Curados;2871;
26/06/2020;Sevilla;Confirmados total;3173;
25/06/2020;Andalucía;Confirmados PCR;12992;
25/06/2020;Andalucía;Confirmados PCR 14 días;153;
25/06/2020;Andalucía;Confirmados PCR 7 días;109;
25/06/2020;Andalucía;Hospitalizados;6320;
25/06/2020;Andalucía;Total UCI;778;
25/06/2020;Andalucía;Fallecidos;1434;
25/06/2020;Andalucía;Curados;15297;
25/06/2020;Andalucía;Confirmados total;17844;
25/06/2020;Almería;Confirmados PCR;535;
25/06/2020;Almería;Confirmados PCR 14 días;6;
25/06/2020;Almería;Confirmados PCR 7 días;3;
25/06/2020;Almería;Hospitalizados;246;
25/06/2020;Almería;Total UCI;41;
25/06/2020;Almería;Fallecidos;53;
25/06/2020;Almería;Curados;740;
25/06/2020;Almería;Confirmados total;806;
25/06/2020;Cádiz;Confirmados PCR;1311;
25/06/2020;Cádiz;Confirmados PCR 14 días;28;
25/06/2020;Cádiz;Confirmados PCR 7 días;20;
25/06/2020;Cádiz;Hospitalizados;593;
25/06/2020;Cádiz;Total UCI;84;
25/06/2020;Cádiz;Fallecidos;168;
25/06/2020;Cádiz;Curados;1364;
25/06/2020;Cádiz;Confirmados total;1630;
25/06/2020;Córdoba;Confirmados PCR;1352;
25/06/2020;Córdoba;Confirmados PCR 14 días;3;
25/06/2020;Córdoba;Confirmados PCR 7 días;1;
25/06/2020;Córdoba;Hospitalizados;562;
25/06/2020;Córdoba;Total UCI;76;
25/06/2020;Córdoba;Fallecidos;115;
25/06/2020;Córdoba;Curados;1628;
25/06/2020;Córdoba;Confirmados total;1754;
25/06/2020;Granada;Confirmados PCR;2508;
25/06/2020;Granada;Confirmados PCR 14 días;43;
25/06/2020;Granada;Confirmados PCR 7 días;37;
25/06/2020;Granada;Hospitalizados;1209;
25/06/2020;Granada;Total UCI;136;
25/06/2020;Granada;Fallecidos;286;
25/06/2020;Granada;Curados;2949;
25/06/2020;Granada;Confirmados total;3311;
25/06/2020;Huelva;Confirmados PCR;417;
25/06/2020;Huelva;Confirmados PCR 14 días;9;
25/06/2020;Huelva;Confirmados PCR 7 días;9;
25/06/2020;Huelva;Hospitalizados;223;
25/06/2020;Huelva;Total UCI;30;
25/06/2020;Huelva;Fallecidos;48;
25/06/2020;Huelva;Curados;479;
25/06/2020;Huelva;Confirmados total;543;
25/06/2020;Jaén;Confirmados PCR;1478;
25/06/2020;Jaén;Confirmados PCR 14 días;6;
25/06/2020;Jaén;Confirmados PCR 7 días;2;
25/06/2020;Jaén;Hospitalizados;776;
25/06/2020;Jaén;Total UCI;91;
25/06/2020;Jaén;Fallecidos;188;
25/06/2020;Jaén;Curados;1725;
25/06/2020;Jaén;Confirmados total;1971;
25/06/2020;Málaga;Confirmados PCR;2891;
25/06/2020;Málaga;Confirmados PCR 14 días;48;
25/06/2020;Málaga;Confirmados PCR 7 días;35;
25/06/2020;Málaga;Hospitalizados;1498;
25/06/2020;Málaga;Total UCI;168;
25/06/2020;Málaga;Fallecidos;287;
25/06/2020;Málaga;Curados;3543;
25/06/2020;Málaga;Confirmados total;4656;
25/06/2020;Sevilla;Confirmados PCR;2500;
25/06/2020;Sevilla;Confirmados PCR 14 días;10;
25/06/2020;Sevilla;Confirmados PCR 7 días;2;
25/06/2020;Sevilla;Hospitalizados;1213;
25/06/2020;Sevilla;Total UCI;152;
25/06/2020;Sevilla;Fallecidos;289;
25/06/2020;Sevilla;Curados;2869;
25/06/2020;Sevilla;Confirmados total;3173;
24/06/2020;Andalucía;Confirmados PCR;12950;
24/06/2020;Andalucía;Confirmados PCR 14 días;114;
24/06/2020;Andalucía;Confirmados PCR 7 días;77;
24/06/2020;Andalucía;Hospitalizados;6317;
24/06/2020;Andalucía;Total UCI;778;
24/06/2020;Andalucía;Fallecidos;1434;
24/06/2020;Andalucía;Curados;15248;
24/06/2020;Andalucía;Confirmados total;17802;
24/06/2020;Almería;Confirmados PCR;534;
24/06/2020;Almería;Confirmados PCR 14 días;5;
24/06/2020;Almería;Confirmados PCR 7 días;3;
24/06/2020;Almería;Hospitalizados;246;
24/06/2020;Almería;Total UCI;41;
24/06/2020;Almería;Fallecidos;53;
24/06/2020;Almería;Curados;740;
24/06/2020;Almería;Confirmados total;805;
24/06/2020;Cádiz;Confirmados PCR;1308;
24/06/2020;Cádiz;Confirmados PCR 14 días;25;
24/06/2020;Cádiz;Confirmados PCR 7 días;20;
24/06/2020;Cádiz;Hospitalizados;593;
24/06/2020;Cádiz;Total UCI;84;
24/06/2020;Cádiz;Fallecidos;168;
24/06/2020;Cádiz;Curados;1361;
24/06/2020;Cádiz;Confirmados total;1627;
24/06/2020;Córdoba;Confirmados PCR;1352;
24/06/2020;Córdoba;Confirmados PCR 14 días;3;
24/06/2020;Córdoba;Confirmados PCR 7 días;1;
24/06/2020;Córdoba;Hospitalizados;562;
24/06/2020;Córdoba;Total UCI;76;
24/06/2020;Córdoba;Fallecidos;115;
24/06/2020;Córdoba;Curados;1625;
24/06/2020;Córdoba;Confirmados total;1754;
24/06/2020;Granada;Confirmados PCR;2498;
24/06/2020;Granada;Confirmados PCR 14 días;33;
24/06/2020;Granada;Confirmados PCR 7 días;30;
24/06/2020;Granada;Hospitalizados;1209;
24/06/2020;Granada;Total UCI;136;
24/06/2020;Granada;Fallecidos;286;
24/06/2020;Granada;Curados;2948;
24/06/2020;Granada;Confirmados total;3301;
24/06/2020;Huelva;Confirmados PCR;409;
24/06/2020;Huelva;Confirmados PCR 14 días;2;
24/06/2020;Huelva;Confirmados PCR 7 días;1;
24/06/2020;Huelva;Hospitalizados;223;
24/06/2020;Huelva;Total UCI;30;
24/06/2020;Huelva;Fallecidos;48;
24/06/2020;Huelva;Curados;479;
24/06/2020;Huelva;Confirmados total;535;
24/06/2020;Jaén;Confirmados PCR;1478;
24/06/2020;Jaén;Confirmados PCR 14 días;7;
24/06/2020;Jaén;Confirmados PCR 7 días;2;
24/06/2020;Jaén;Hospitalizados;774;
24/06/2020;Jaén;Total UCI;91;
24/06/2020;Jaén;Fallecidos;188;
24/06/2020;Jaén;Curados;1720;
24/06/2020;Jaén;Confirmados total;1971;
24/06/2020;Málaga;Confirmados PCR;2872;
24/06/2020;Málaga;Confirmados PCR 14 días;30;
24/06/2020;Málaga;Confirmados PCR 7 días;16;
24/06/2020;Málaga;Hospitalizados;1497;
24/06/2020;Málaga;Total UCI;168;
24/06/2020;Málaga;Fallecidos;287;
24/06/2020;Málaga;Curados;3506;
24/06/2020;Málaga;Confirmados total;4637;
24/06/2020;Sevilla;Confirmados PCR;2499;
24/06/2020;Sevilla;Confirmados PCR 14 días;9;
24/06/2020;Sevilla;Confirmados PCR 7 días;4;
24/06/2020;Sevilla;Hospitalizados;1213;
24/06/2020;Sevilla;Total UCI;152;
24/06/2020;Sevilla;Fallecidos;289;
24/06/2020;Sevilla;Curados;2869;
24/06/2020;Sevilla;Confirmados total;3172;
23/06/2020;Andalucía;Confirmados PCR;12929;
23/06/2020;Andalucía;Confirmados PCR 14 días;104;
23/06/2020;Andalucía;Confirmados PCR 7 días;60;
23/06/2020;Andalucía;Hospitalizados;6313;
23/06/2020;Andalucía;Total UCI;777;
23/06/2020;Andalucía;Fallecidos;1432;
23/06/2020;Andalucía;Curados;15154;
23/06/2020;Andalucía;Confirmados total;17778;
23/06/2020;Almería;Confirmados PCR;533;
23/06/2020;Almería;Confirmados PCR 14 días;5;
23/06/2020;Almería;Confirmados PCR 7 días;3;
23/06/2020;Almería;Hospitalizados;246;
23/06/2020;Almería;Total UCI;41;
23/06/2020;Almería;Fallecidos;53;
23/06/2020;Almería;Curados;740;
23/06/2020;Almería;Confirmados total;805;
23/06/2020;Cádiz;Confirmados PCR;1307;
23/06/2020;Cádiz;Confirmados PCR 14 días;26;
23/06/2020;Cádiz;Confirmados PCR 7 días;21;
23/06/2020;Cádiz;Hospitalizados;593;
23/06/2020;Cádiz;Total UCI;84;
23/06/2020;Cádiz;Fallecidos;168;
23/06/2020;Cádiz;Curados;1358;
23/06/2020;Cádiz;Confirmados total;1624;
23/06/2020;Córdoba;Confirmados PCR;1352;
23/06/2020;Córdoba;Confirmados PCR 14 días;4;
23/06/2020;Córdoba;Confirmados PCR 7 días;1;
23/06/2020;Córdoba;Hospitalizados;562;
23/06/2020;Córdoba;Total UCI;76;
23/06/2020;Córdoba;Fallecidos;115;
23/06/2020;Córdoba;Curados;1618;
23/06/2020;Córdoba;Confirmados total;1753;
23/06/2020;Granada;Confirmados PCR;2491;
23/06/2020;Granada;Confirmados PCR 14 días;27;
23/06/2020;Granada;Confirmados PCR 7 días;24;
23/06/2020;Granada;Hospitalizados;1209;
23/06/2020;Granada;Total UCI;135;
23/06/2020;Granada;Fallecidos;284;
23/06/2020;Granada;Curados;2934;
23/06/2020;Granada;Confirmados total;3294;
23/06/2020;Huelva;Confirmados PCR;409;
23/06/2020;Huelva;Confirmados PCR 14 días;2;
23/06/2020;Huelva;Confirmados PCR 7 días;0;
23/06/2020;Huelva;Hospitalizados;223;
23/06/2020;Huelva;Total UCI;30;
23/06/2020;Huelva;Fallecidos;48;
23/06/2020;Huelva;Curados;479;
23/06/2020;Huelva;Confirmados total;535;
23/06/2020;Jaén;Confirmados PCR;1478;
23/06/2020;Jaén;Confirmados PCR 14 días;7;
23/06/2020;Jaén;Confirmados PCR 7 días;2;
23/06/2020;Jaén;Hospitalizados;771;
23/06/2020;Jaén;Total UCI;91;
23/06/2020;Jaén;Fallecidos;188;
23/06/2020;Jaén;Curados;1712;
23/06/2020;Jaén;Confirmados total;1971;
23/06/2020;Málaga;Confirmados PCR;2861;
23/06/2020;Málaga;Confirmados PCR 14 días;23;
23/06/2020;Málaga;Confirmados PCR 7 días;6;
23/06/2020;Málaga;Hospitalizados;1497;
23/06/2020;Málaga;Total UCI;168;
23/06/2020;Málaga;Fallecidos;287;
23/06/2020;Málaga;Curados;3446;
23/06/2020;Málaga;Confirmados total;4625;
23/06/2020;Sevilla;Confirmados PCR;2498;
23/06/2020;Sevilla;Confirmados PCR 14 días;10;
23/06/2020;Sevilla;Confirmados PCR 7 días;3;
23/06/2020;Sevilla;Hospitalizados;1212;
23/06/2020;Sevilla;Total UCI;152;
23/06/2020;Sevilla;Fallecidos;289;
23/06/2020;Sevilla;Curados;2867;
23/06/2020;Sevilla;Confirmados total;3171;
22/06/2020;Andalucía;Confirmados PCR;12925;
22/06/2020;Andalucía;Confirmados PCR 14 días;105;
22/06/2020;Andalucía;Confirmados PCR 7 días;59;
22/06/2020;Andalucía;Hospitalizados;6313;
22/06/2020;Andalucía;Total UCI;777;
22/06/2020;Andalucía;Fallecidos;1429;
22/06/2020;Andalucía;Curados;15113;
22/06/2020;Andalucía;Confirmados total;17771;
22/06/2020;Almería;Confirmados PCR;533;
22/06/2020;Almería;Confirmados PCR 14 días;6;
22/06/2020;Almería;Confirmados PCR 7 días;3;
22/06/2020;Almería;Hospitalizados;246;
22/06/2020;Almería;Total UCI;41;
22/06/2020;Almería;Fallecidos;53;
22/06/2020;Almería;Curados;740;
22/06/2020;Almería;Confirmados total;804;
22/06/2020;Cádiz;Confirmados PCR;1305;
22/06/2020;Cádiz;Confirmados PCR 14 días;26;
22/06/2020;Cádiz;Confirmados PCR 7 días;21;
22/06/2020;Cádiz;Hospitalizados;592;
22/06/2020;Cádiz;Total UCI;84;
22/06/2020;Cádiz;Fallecidos;165;
22/06/2020;Cádiz;Curados;1352;
22/06/2020;Cádiz;Confirmados total;1621;
22/06/2020;Córdoba;Confirmados PCR;1352;
22/06/2020;Córdoba;Confirmados PCR 14 días;5;
22/06/2020;Córdoba;Confirmados PCR 7 días;1;
22/06/2020;Córdoba;Hospitalizados;562;
22/06/2020;Córdoba;Total UCI;76;
22/06/2020;Córdoba;Fallecidos;115;
22/06/2020;Córdoba;Curados;1611;
22/06/2020;Córdoba;Confirmados total;1753;
22/06/2020;Granada;Confirmados PCR;2490;
22/06/2020;Granada;Confirmados PCR 14 días;26;
22/06/2020;Granada;Confirmados PCR 7 días;24;
22/06/2020;Granada;Hospitalizados;1209;
22/06/2020;Granada;Total UCI;135;
22/06/2020;Granada;Fallecidos;284;
22/06/2020;Granada;Curados;2933;
22/06/2020;Granada;Confirmados total;3292;
22/06/2020;Huelva;Confirmados PCR;407;
22/06/2020;Huelva;Confirmados PCR 14 días;0;
22/06/2020;Huelva;Confirmados PCR 7 días;0;
22/06/2020;Huelva;Hospitalizados;222;
22/06/2020;Huelva;Total UCI;30;
22/06/2020;Huelva;Fallecidos;48;
22/06/2020;Huelva;Curados;479;
22/06/2020;Huelva;Confirmados total;533;
22/06/2020;Jaén;Confirmados PCR;1478;
22/06/2020;Jaén;Confirmados PCR 14 días;7;
22/06/2020;Jaén;Confirmados PCR 7 días;2;
22/06/2020;Jaén;Hospitalizados;771;
22/06/2020;Jaén;Total UCI;91;
22/06/2020;Jaén;Fallecidos;187;
22/06/2020;Jaén;Curados;1704;
22/06/2020;Jaén;Confirmados total;1971;
22/06/2020;Málaga;Confirmados PCR;2861;
22/06/2020;Málaga;Confirmados PCR 14 días;24;
22/06/2020;Málaga;Confirmados PCR 7 días;5;
22/06/2020;Málaga;Hospitalizados;1498;
22/06/2020;Málaga;Total UCI;168;
22/06/2020;Málaga;Fallecidos;288;
22/06/2020;Málaga;Curados;3426;
22/06/2020;Málaga;Confirmados total;4625;
22/06/2020;Sevilla;Confirmados PCR;2499;
22/06/2020;Sevilla;Confirmados PCR 14 días;11;
22/06/2020;Sevilla;Confirmados PCR 7 días;3;
22/06/2020;Sevilla;Hospitalizados;1213;
22/06/2020;Sevilla;Total UCI;152;
22/06/2020;Sevilla;Fallecidos;289;
22/06/2020;Sevilla;Curados;2868;
22/06/2020;Sevilla;Confirmados total;3172;
21/06/2020;Andalucía;Confirmados PCR;12916;
21/06/2020;Andalucía;Confirmados PCR 14 días;98;
21/06/2020;Andalucía;Confirmados PCR 7 días;52;
21/06/2020;Andalucía;Hospitalizados;6311;
21/06/2020;Andalucía;Total UCI;777;
21/06/2020;Andalucía;Fallecidos;1429;
21/06/2020;Andalucía;Curados;15106;
21/06/2020;Andalucía;Confirmados total;17762;
21/06/2020;Almería;Confirmados PCR;533;
21/06/2020;Almería;Confirmados PCR 14 días;6;
21/06/2020;Almería;Confirmados PCR 7 días;3;
21/06/2020;Almería;Hospitalizados;246;
21/06/2020;Almería;Total UCI;41;
21/06/2020;Almería;Fallecidos;53;
21/06/2020;Almería;Curados;740;
21/06/2020;Almería;Confirmados total;804;
21/06/2020;Cádiz;Confirmados PCR;1304;
21/06/2020;Cádiz;Confirmados PCR 14 días;25;
21/06/2020;Cádiz;Confirmados PCR 7 días;20;
21/06/2020;Cádiz;Hospitalizados;592;
21/06/2020;Cádiz;Total UCI;84;
21/06/2020;Cádiz;Fallecidos;165;
21/06/2020;Cádiz;Curados;1352;
21/06/2020;Cádiz;Confirmados total;1620;
21/06/2020;Córdoba;Confirmados PCR;1351;
21/06/2020;Córdoba;Confirmados PCR 14 días;4;
21/06/2020;Córdoba;Confirmados PCR 7 días;0;
21/06/2020;Córdoba;Hospitalizados;561;
21/06/2020;Córdoba;Total UCI;76;
21/06/2020;Córdoba;Fallecidos;115;
21/06/2020;Córdoba;Curados;1611;
21/06/2020;Córdoba;Confirmados total;1752;
21/06/2020;Granada;Confirmados PCR;2487;
21/06/2020;Granada;Confirmados PCR 14 días;24;
21/06/2020;Granada;Confirmados PCR 7 días;21;
21/06/2020;Granada;Hospitalizados;1208;
21/06/2020;Granada;Total UCI;135;
21/06/2020;Granada;Fallecidos;284;
21/06/2020;Granada;Curados;2933;
21/06/2020;Granada;Confirmados total;3289;
21/06/2020;Huelva;Confirmados PCR;407;
21/06/2020;Huelva;Confirmados PCR 14 días;0;
21/06/2020;Huelva;Confirmados PCR 7 días;0;
21/06/2020;Huelva;Hospitalizados;222;
21/06/2020;Huelva;Total UCI;30;
21/06/2020;Huelva;Fallecidos;48;
21/06/2020;Huelva;Curados;479;
21/06/2020;Huelva;Confirmados total;533;
21/06/2020;Jaén;Confirmados PCR;1477;
21/06/2020;Jaén;Confirmados PCR 14 días;6;
21/06/2020;Jaén;Confirmados PCR 7 días;2;
21/06/2020;Jaén;Hospitalizados;771;
21/06/2020;Jaén;Total UCI;91;
21/06/2020;Jaén;Fallecidos;187;
21/06/2020;Jaén;Curados;1704;
21/06/2020;Jaén;Confirmados total;1970;
21/06/2020;Málaga;Confirmados PCR;2858;
21/06/2020;Málaga;Confirmados PCR 14 días;22;
21/06/2020;Málaga;Confirmados PCR 7 días;3;
21/06/2020;Málaga;Hospitalizados;1498;
21/06/2020;Málaga;Total UCI;168;
21/06/2020;Málaga;Fallecidos;288;
21/06/2020;Málaga;Curados;3426;
21/06/2020;Málaga;Confirmados total;4622;
21/06/2020;Sevilla;Confirmados PCR;2499;
21/06/2020;Sevilla;Confirmados PCR 14 días;11;
21/06/2020;Sevilla;Confirmados PCR 7 días;3;
21/06/2020;Sevilla;Hospitalizados;1213;
21/06/2020;Sevilla;Total UCI;152;
21/06/2020;Sevilla;Fallecidos;289;
21/06/2020;Sevilla;Curados;2861;
21/06/2020;Sevilla;Confirmados total;3172;
20/06/2020;Andalucía;Confirmados PCR;12907;
20/06/2020;Andalucía;Confirmados PCR 14 días;96;
20/06/2020;Andalucía;Confirmados PCR 7 días;48;
20/06/2020;Andalucía;Hospitalizados;6309;
20/06/2020;Andalucía;Total UCI;777;
20/06/2020;Andalucía;Fallecidos;1429;
20/06/2020;Andalucía;Curados;15103;
20/06/2020;Andalucía;Confirmados total;17759;
20/06/2020;Almería;Confirmados PCR;533;
20/06/2020;Almería;Confirmados PCR 14 días;6;
20/06/2020;Almería;Confirmados PCR 7 días;4;
20/06/2020;Almería;Hospitalizados;246;
20/06/2020;Almería;Total UCI;41;
20/06/2020;Almería;Fallecidos;53;
20/06/2020;Almería;Curados;738;
20/06/2020;Almería;Confirmados total;805;
20/06/2020;Cádiz;Confirmados PCR;1303;
20/06/2020;Cádiz;Confirmados PCR 14 días;25;
20/06/2020;Cádiz;Confirmados PCR 7 días;20;
20/06/2020;Cádiz;Hospitalizados;592;
20/06/2020;Cádiz;Total UCI;84;
20/06/2020;Cádiz;Fallecidos;165;
20/06/2020;Cádiz;Curados;1351;
20/06/2020;Cádiz;Confirmados total;1619;
20/06/2020;Córdoba;Confirmados PCR;1351;
20/06/2020;Córdoba;Confirmados PCR 14 días;4;
20/06/2020;Córdoba;Confirmados PCR 7 días;1;
20/06/2020;Córdoba;Hospitalizados;561;
20/06/2020;Córdoba;Total UCI;76;
20/06/2020;Córdoba;Fallecidos;115;
20/06/2020;Córdoba;Curados;1611;
20/06/2020;Córdoba;Confirmados total;1754;
20/06/2020;Granada;Confirmados PCR;2479;
20/06/2020;Granada;Confirmados PCR 14 días;17;
20/06/2020;Granada;Confirmados PCR 7 días;13;
20/06/2020;Granada;Hospitalizados;1207;
20/06/2020;Granada;Total UCI;135;
20/06/2020;Granada;Fallecidos;284;
20/06/2020;Granada;Curados;2933;
20/06/2020;Granada;Confirmados total;3283;
20/06/2020;Huelva;Confirmados PCR;407;
20/06/2020;Huelva;Confirmados PCR 14 días;0;
20/06/2020;Huelva;Confirmados PCR 7 días;0;
20/06/2020;Huelva;Hospitalizados;222;
20/06/2020;Huelva;Total UCI;30;
20/06/2020;Huelva;Fallecidos;48;
20/06/2020;Huelva;Curados;479;
20/06/2020;Huelva;Confirmados total;533;
20/06/2020;Jaén;Confirmados PCR;1477;
20/06/2020;Jaén;Confirmados PCR 14 días;7;
20/06/2020;Jaén;Confirmados PCR 7 días;4;
20/06/2020;Jaén;Hospitalizados;770;
20/06/2020;Jaén;Total UCI;91;
20/06/2020;Jaén;Fallecidos;187;
20/06/2020;Jaén;Curados;1704;
20/06/2020;Jaén;Confirmados total;1970;
20/06/2020;Málaga;Confirmados PCR;2858;
20/06/2020;Málaga;Confirmados PCR 14 días;25;
20/06/2020;Málaga;Confirmados PCR 7 días;3;
20/06/2020;Málaga;Hospitalizados;1498;
20/06/2020;Málaga;Total UCI;168;
20/06/2020;Málaga;Fallecidos;288;
20/06/2020;Málaga;Curados;3427;
20/06/2020;Málaga;Confirmados total;4624;
20/06/2020;Sevilla;Confirmados PCR;2499;
20/06/2020;Sevilla;Confirmados PCR 14 días;12;
20/06/2020;Sevilla;Confirmados PCR 7 días;3;
20/06/2020;Sevilla;Hospitalizados;1213;
20/06/2020;Sevilla;Total UCI;152;
20/06/2020;Sevilla;Fallecidos;289;
20/06/2020;Sevilla;Curados;2860;
20/06/2020;Sevilla;Confirmados total;3171;
19/06/2020;Andalucía;Confirmados PCR;12892;
19/06/2020;Andalucía;Confirmados PCR 14 días;101;
19/06/2020;Andalucía;Confirmados PCR 7 días;41;
19/06/2020;Andalucía;Hospitalizados;6305;
19/06/2020;Andalucía;Total UCI;777;
19/06/2020;Andalucía;Fallecidos;1426;
19/06/2020;Andalucía;Curados;15051;
19/06/2020;Andalucía;Confirmados total;17739;
19/06/2020;Almería;Confirmados PCR;531;
19/06/2020;Almería;Confirmados PCR 14 días;9;
19/06/2020;Almería;Confirmados PCR 7 días;2;
19/06/2020;Almería;Hospitalizados;245;
19/06/2020;Almería;Total UCI;41;
19/06/2020;Almería;Fallecidos;53;
19/06/2020;Almería;Curados;734;
19/06/2020;Almería;Confirmados total;803;
19/06/2020;Cádiz;Confirmados PCR;1302;
19/06/2020;Cádiz;Confirmados PCR 14 días;25;
19/06/2020;Cádiz;Confirmados PCR 7 días;19;
19/06/2020;Cádiz;Hospitalizados;592;
19/06/2020;Cádiz;Total UCI;84;
19/06/2020;Cádiz;Fallecidos;164;
19/06/2020;Cádiz;Curados;1347;
19/06/2020;Cádiz;Confirmados total;1616;
19/06/2020;Córdoba;Confirmados PCR;1351;
19/06/2020;Córdoba;Confirmados PCR 14 días;5;
19/06/2020;Córdoba;Confirmados PCR 7 días;1;
19/06/2020;Córdoba;Hospitalizados;561;
19/06/2020;Córdoba;Total UCI;76;
19/06/2020;Córdoba;Fallecidos;115;
19/06/2020;Córdoba;Curados;1608;
19/06/2020;Córdoba;Confirmados total;1754;
19/06/2020;Granada;Confirmados PCR;2471;
19/06/2020;Granada;Confirmados PCR 14 días;12;
19/06/2020;Granada;Confirmados PCR 7 días;7;
19/06/2020;Granada;Hospitalizados;1206;
19/06/2020;Granada;Total UCI;135;
19/06/2020;Granada;Fallecidos;283;
19/06/2020;Granada;Curados;2931;
19/06/2020;Granada;Confirmados total;3274;
19/06/2020;Huelva;Confirmados PCR;407;
19/06/2020;Huelva;Confirmados PCR 14 días;0;
19/06/2020;Huelva;Confirmados PCR 7 días;0;
19/06/2020;Huelva;Hospitalizados;222;
19/06/2020;Huelva;Total UCI;30;
19/06/2020;Huelva;Fallecidos;48;
19/06/2020;Huelva;Curados;478;
19/06/2020;Huelva;Confirmados total;533;
19/06/2020;Jaén;Confirmados PCR;1477;
19/06/2020;Jaén;Confirmados PCR 14 días;9;
19/06/2020;Jaén;Confirmados PCR 7 días;4;
19/06/2020;Jaén;Hospitalizados;770;
19/06/2020;Jaén;Total UCI;91;
19/06/2020;Jaén;Fallecidos;187;
19/06/2020;Jaén;Curados;1702;
19/06/2020;Jaén;Confirmados total;1970;
19/06/2020;Málaga;Confirmados PCR;2855;
19/06/2020;Málaga;Confirmados PCR 14 días;28;
19/06/2020;Málaga;Confirmados PCR 7 días;5;
19/06/2020;Málaga;Hospitalizados;1496;
19/06/2020;Málaga;Total UCI;168;
19/06/2020;Málaga;Fallecidos;287;
19/06/2020;Málaga;Curados;3393;
19/06/2020;Málaga;Confirmados total;4620;
19/06/2020;Sevilla;Confirmados PCR;2498;
19/06/2020;Sevilla;Confirmados PCR 14 días;13;
19/06/2020;Sevilla;Confirmados PCR 7 días;3;
19/06/2020;Sevilla;Hospitalizados;1213;
19/06/2020;Sevilla;Total UCI;152;
19/06/2020;Sevilla;Fallecidos;289;
19/06/2020;Sevilla;Curados;2858;
19/06/2020;Sevilla;Confirmados total;3169;
18/06/2020;Andalucía;Confirmados PCR;12871;
18/06/2020;Andalucía;Confirmados PCR 14 días;94;
18/06/2020;Andalucía;Confirmados PCR 7 días;28;
18/06/2020;Andalucía;Hospitalizados;6309;
18/06/2020;Andalucía;Total UCI;778;
18/06/2020;Andalucía;Fallecidos;1433;
