Lugar de residencia;Medida;Valor;
Órgiva;Defunciones total;1;
Órgiva;Confirmados < 14 días;0;
Pampaneira;Población;321;
Pampaneira;Confirmados total;;
Pampaneira;Defunciones total;;
Pampaneira;Confirmados < 14 días;;
Pórtugos;Población;382;
Pórtugos;Confirmados total;;
Pórtugos;Defunciones total;;
Pórtugos;Confirmados < 14 días;;
Rubite;Población;394;
Rubite;Confirmados total;;
Rubite;Defunciones total;;
Rubite;Confirmados < 14 días;;
Soportújar;Población;268;
Soportújar;Confirmados total;;
Soportújar;Defunciones total;;
Soportújar;Confirmados < 14 días;;
Taha (La);Población;653;
Taha (La);Confirmados total;1;
Taha (La);Defunciones total;;
Taha (La);Confirmados < 14 días;0;
Torvizcón;Población;648;
Torvizcón;Confirmados total;;
Torvizcón;Defunciones total;;
Torvizcón;Confirmados < 14 días;;
Trevélez;Población;732;
Trevélez;Confirmados total;1;
Trevélez;Defunciones total;;
Trevélez;Confirmados < 14 días;0;
Guájares (Los);Población;1057;
Guájares (Los);Confirmados total;1;
Guájares (Los);Defunciones total;;
Guájares (Los);Confirmados < 14 días;1;
Ítrabo;Población;988;
Ítrabo;Confirmados total;;
Ítrabo;Defunciones total;;
Ítrabo;Confirmados < 14 días;;
Molvízar;Población;2794;
Molvízar;Confirmados total;1;
Molvízar;Defunciones total;;
Molvízar;Confirmados < 14 días;1;
Salobreña;Población;12381;
Salobreña;Confirmados total;8;
Salobreña;Defunciones total;;
Salobreña;Confirmados < 14 días;0;
Nevada;Población;1050;
Nevada;Confirmados total;;
Nevada;Defunciones total;;
Nevada;Confirmados < 14 días;;
Ugíjar;Población;2523;
Ugíjar;Confirmados total;;
Ugíjar;Defunciones total;;
Ugíjar;Confirmados < 14 días;;
Válor;Población;675;
Válor;Confirmados total;;
Válor;Defunciones total;;
Válor;Confirmados < 14 días;;
Granada Nordeste;Población;98043;
Granada Nordeste;Confirmados total;140;
Granada Nordeste;Defunciones total;10;
Granada Nordeste;Confirmados < 14 días;38;
Baza;Población;20412;
Baza;Confirmados total;19;
Baza;Defunciones total;1;
Baza;Confirmados < 14 días;10;
Caniles;Población;4047;
Caniles;Confirmados total;1;
Caniles;Defunciones total;;
Caniles;Confirmados < 14 días;0;
Cuevas del Campo;Población;1735;
Cuevas del Campo;Confirmados total;1;
Cuevas del Campo;Defunciones total;;
Cuevas del Campo;Confirmados < 14 días;0;
Cúllar;Población;4129;
Cúllar;Confirmados total;3;
Cúllar;Defunciones total;;
Cúllar;Confirmados < 14 días;1;
Freila;Población;918;
Freila;Confirmados total;;
Freila;Defunciones total;;
Freila;Confirmados < 14 días;;
Zújar;Población;2548;
Zújar;Confirmados total;2;
Zújar;Defunciones total;;
Zújar;Confirmados < 14 días;1;
Benamaurel;Población;2293;
Benamaurel;Confirmados total;2;
Benamaurel;Defunciones total;;
Benamaurel;Confirmados < 14 días;0;
Castilléjar;Población;1318;
Castilléjar;Confirmados total;1;
Castilléjar;Defunciones total;;
Castilléjar;Confirmados < 14 días;1;
Castril;Población;2070;
Castril;Confirmados total;4;
Castril;Defunciones total;1;
Castril;Confirmados < 14 días;0;
Cortes de Baza;Población;1869;
Cortes de Baza;Confirmados total;2;
Cortes de Baza;Defunciones total;;
Cortes de Baza;Confirmados < 14 días;0;
Albuñán;Población;406;
Albuñán;Confirmados total;1;
Albuñán;Defunciones total;1;
Albuñán;Confirmados < 14 días;0;
Cogollos de Guadix;Población;673;
Cogollos de Guadix;Confirmados total;1;
Cogollos de Guadix;Defunciones total;;
Cogollos de Guadix;Confirmados < 14 días;0;
Gor;Población;733;
Gor;Confirmados total;;
Gor;Defunciones total;;
Gor;Confirmados < 14 días;;
Gorafe;Población;381;
Gorafe;Confirmados total;1;
Gorafe;Defunciones total;1;
Gorafe;Confirmados < 14 días;0;
Guadix;Población;18422;
Guadix;Confirmados total;77;
Guadix;Defunciones total;3;
Guadix;Confirmados < 14 días;17;
Valle del Zalabí;Población;2128;
Valle del Zalabí;Confirmados total;2;
Valle del Zalabí;Defunciones total;;
Valle del Zalabí;Confirmados < 14 días;0;
Galera;Población;1075;
Galera;Confirmados total;1;
Galera;Defunciones total;1;
Galera;Confirmados < 14 días;0;
Huéscar;Población;7253;
Huéscar;Confirmados total;3;
Huéscar;Defunciones total;;
Huéscar;Confirmados < 14 días;2;
Orce;Población;1190;
Orce;Confirmados total;;
Orce;Defunciones total;;
Orce;Confirmados < 14 días;;
Puebla de Don Fadrique;Población;2250;
Puebla de Don Fadrique;Confirmados total;2;
Puebla de Don Fadrique;Defunciones total;;
Puebla de Don Fadrique;Confirmados < 14 días;2;
Aldeire;Población;615;
Aldeire;Confirmados total;1;
Aldeire;Defunciones total;;
Aldeire;Confirmados < 14 días;0;
Alquife;Población;601;
Alquife;Confirmados total;3;
Alquife;Defunciones total;;
Alquife;Confirmados < 14 días;1;
Calahorra (La);Población;673;
Calahorra (La);Confirmados total;1;
Calahorra (La);Defunciones total;;
Calahorra (La);Confirmados < 14 días;0;
Dólar;Población;622;
Dólar;Confirmados total;;
Dólar;Defunciones total;;
Dólar;Confirmados < 14 días;;
Ferreira;Población;299;
Ferreira;Confirmados total;1;
Ferreira;Defunciones total;;
Ferreira;Confirmados < 14 días;0;
Huéneja;Población;1184;
Huéneja;Confirmados total;;
Huéneja;Defunciones total;;
Huéneja;Confirmados < 14 días;;
Jérez del Marquesado;Población;968;
Jérez del Marquesado;Confirmados total;;
Jérez del Marquesado;Defunciones total;;
Jérez del Marquesado;Confirmados < 14 días;;
Lanteira;Población;588;
Lanteira;Confirmados total;1;
Lanteira;Defunciones total;;
Lanteira;Confirmados < 14 días;1;
Alamedilla;Población;574;
Alamedilla;Confirmados total;1;
Alamedilla;Defunciones total;1;
Alamedilla;Confirmados < 14 días;0;
Alicún de Ortega;Población;480;
Alicún de Ortega;Confirmados total;;
Alicún de Ortega;Defunciones total;;
Alicún de Ortega;Confirmados < 14 días;;
Dehesas de Guadix;Población;419;
Dehesas de Guadix;Confirmados total;;
Dehesas de Guadix;Defunciones total;;
Dehesas de Guadix;Confirmados < 14 días;;
Huélago;Población;403;
Huélago;Confirmados total;;
Huélago;Defunciones total;;
Huélago;Confirmados < 14 días;;
Morelábor;Población;607;
Morelábor;Confirmados total;;
Morelábor;Defunciones total;;
Morelábor;Confirmados < 14 días;;
Pedro Martínez;Población;1107;
Pedro Martínez;Confirmados total;;
Pedro Martínez;Defunciones total;;
Pedro Martínez;Confirmados < 14 días;;
Villanueva de las Torres;Población;582;
Villanueva de las Torres;Confirmados total;;
Villanueva de las Torres;Defunciones total;;
Villanueva de las Torres;Confirmados < 14 días;;
Beas de Guadix;Población;329;
Beas de Guadix;Confirmados total;1;
Beas de Guadix;Defunciones total;;
Beas de Guadix;Confirmados < 14 días;0;
Benalúa;Población;3318;
Benalúa;Confirmados total;2;
Benalúa;Defunciones total;;
Benalúa;Confirmados < 14 días;0;
Cortes y Graena;Población;996;
Cortes y Graena;Confirmados total;;
Cortes y Graena;Defunciones total;;
Cortes y Graena;Confirmados < 14 días;;
Darro;Población;1599;
Darro;Confirmados total;;
Darro;Defunciones total;;
Darro;Confirmados < 14 días;;
Diezma;Población;764;
Diezma;Confirmados total;1;
Diezma;Defunciones total;;
Diezma;Confirmados < 14 días;1;
Fonelas;Población;978;
Fonelas;Confirmados total;4;
Fonelas;Defunciones total;1;
Fonelas;Confirmados < 14 días;0;
Lugros;Población;323;
Lugros;Confirmados total;;
Lugros;Defunciones total;;
Lugros;Confirmados < 14 días;;
Marchal;Población;417;
Marchal;Confirmados total;;
Marchal;Defunciones total;;
Marchal;Confirmados < 14 días;;
Peza (La);Población;1178;
Peza (La);Confirmados total;;
Peza (La);Defunciones total;;
Peza (La);Confirmados < 14 días;;
Polícar;Población;276;
Polícar;Confirmados total;;
Polícar;Defunciones total;;
Polícar;Confirmados < 14 días;;
Purullena;Población;2293;
Purullena;Confirmados total;1;
Purullena;Defunciones total;;
Purullena;Confirmados < 14 días;1;
Granada (distrito);Población;239149;
Granada (distrito);Confirmados total;1167;
Granada (distrito);Defunciones total;105;
Granada (distrito);Confirmados < 14 días;225;
Beas de Granada;Población;977;
Beas de Granada;Confirmados total;1;
Beas de Granada;Defunciones total;;
Beas de Granada;Confirmados < 14 días;0;
Granada (capital);Población;232462;
Granada (capital);Confirmados total;1146;
Granada (capital);Defunciones total;104;
Granada (capital);Confirmados < 14 días;222;
Huétor de Santillán;Población;1877;
Huétor de Santillán;Confirmados total;5;
Huétor de Santillán;Defunciones total;;
Huétor de Santillán;Confirmados < 14 días;1;
Jun;Población;3833;
Jun;Confirmados total;15;
Jun;Defunciones total;1;
Jun;Confirmados < 14 días;2;
Metropolitano de Granada;Población;428657;
Metropolitano de Granada;Confirmados total;1268;
Metropolitano de Granada;Defunciones total;123;
Metropolitano de Granada;Confirmados < 14 días;193;
Albolote;Población;18808;
Albolote;Confirmados total;35;
Albolote;Defunciones total;1;
Albolote;Confirmados < 14 días;9;
Calicasas;Población;617;
Calicasas;Confirmados total;2;
Calicasas;Defunciones total;;
Calicasas;Confirmados < 14 días;0;
Colomera;Población;1309;
Colomera;Confirmados total;;
Colomera;Defunciones total;;
Colomera;Confirmados < 14 días;;
Deifontes;Población;2627;
Deifontes;Confirmados total;4;
Deifontes;Defunciones total;;
Deifontes;Confirmados < 14 días;0;
Alfacar;Población;5400;
Alfacar;Confirmados total;15;
Alfacar;Defunciones total;2;
Alfacar;Confirmados < 14 días;2;
Cogollos de la Vega;Población;2031;
Cogollos de la Vega;Confirmados total;4;
Cogollos de la Vega;Defunciones total;2;
Cogollos de la Vega;Confirmados < 14 días;0;
Güevéjar;Población;2595;
Güevéjar;Confirmados total;8;
Güevéjar;Defunciones total;1;
Güevéjar;Confirmados < 14 días;0;
Nívar;Población;994;
Nívar;Confirmados total;1;
Nívar;Defunciones total;;
Nívar;Confirmados < 14 días;1;
Víznar;Población;976;
Víznar;Confirmados total;1;
Víznar;Defunciones total;;
Víznar;Confirmados < 14 días;0;
Alhama de Granada;Población;5979;
Alhama de Granada;Confirmados total;5;
Alhama de Granada;Defunciones total;;
Alhama de Granada;Confirmados < 14 días;0;
Arenas del Rey;Población;666;
Arenas del Rey;Confirmados total;;
Arenas del Rey;Defunciones total;;
Arenas del Rey;Confirmados < 14 días;;
Cacín;Población;569;
Cacín;Confirmados total;;
Cacín;Defunciones total;;
Cacín;Confirmados < 14 días;;
Fornes;Población;555;
Fornes;Confirmados total;;
Fornes;Defunciones total;;
Fornes;Confirmados < 14 días;;
Játar;Población;614;
Játar;Confirmados total;;
Játar;Defunciones total;;
Játar;Confirmados < 14 días;;
Jayena;Población;1060;
Jayena;Confirmados total;;
Jayena;Defunciones total;;
Jayena;Confirmados < 14 días;;
Santa Cruz del Comercio;Población;528;
Santa Cruz del Comercio;Confirmados total;;
Santa Cruz del Comercio;Defunciones total;;
Santa Cruz del Comercio;Confirmados < 14 días;;
Zafarraya;Población;2137;
Zafarraya;Confirmados total;;
Zafarraya;Defunciones total;;
Zafarraya;Confirmados < 14 días;;
Alhendín;Población;9349;
Alhendín;Confirmados total;23;
Alhendín;Defunciones total;2;
Alhendín;Confirmados < 14 días;6;
Armilla;Población;24174;
Armilla;Confirmados total;132;
Armilla;Defunciones total;12;
Armilla;Confirmados < 14 días;23;
Dílar;Población;2054;
Dílar;Confirmados total;5;
Dílar;Defunciones total;;
Dílar;Confirmados < 14 días;1;
Villa de Otura;Población;6952;
Villa de Otura;Confirmados total;24;
Villa de Otura;Defunciones total;1;
Villa de Otura;Confirmados < 14 días;6;
Atarfe;Población;18706;
Atarfe;Confirmados total;34;
Atarfe;Defunciones total;2;
Atarfe;Confirmados < 14 días;5;
Cenes de la Vega;Población;8002;
Cenes de la Vega;Confirmados total;25;
Cenes de la Vega;Defunciones total;6;
Cenes de la Vega;Confirmados < 14 días;5;
Dúdar;Población;330;
Dúdar;Confirmados total;;
Dúdar;Defunciones total;;
Dúdar;Confirmados < 14 días;;
Güéjar Sierra;Población;2820;
Güéjar Sierra;Confirmados total;24;
Güéjar Sierra;Defunciones total;5;
Güéjar Sierra;Confirmados < 14 días;0;
Pinos Genil;Población;1457;
Pinos Genil;Confirmados total;3;
Pinos Genil;Defunciones total;;
Pinos Genil;Confirmados < 14 días;2;
Quéntar;Población;933;
Quéntar;Confirmados total;3;
Quéntar;Defunciones total;;
Quéntar;Confirmados < 14 días;0;
Agrón;Población;274;
Agrón;Confirmados total;2;
Agrón;Defunciones total;;
Agrón;Confirmados < 14 días;1;
Churriana de la Vega;Población;15200;
Churriana de la Vega;Confirmados total;30;
Churriana de la Vega;Defunciones total;;
Churriana de la Vega;Confirmados < 14 días;6;
Cúllar Vega;Población;7429;
Cúllar Vega;Confirmados total;24;
Cúllar Vega;Defunciones total;;
Cúllar Vega;Confirmados < 14 días;1;
Escúzar;Población;791;
Escúzar;Confirmados total;1;
Escúzar;Defunciones total;;
Escúzar;Confirmados < 14 días;1;
Gabias (Las);Población;21115;
Gabias (Las);Confirmados total;38;
Gabias (Las);Defunciones total;1;
Gabias (Las);Confirmados < 14 días;6;
Malahá (La);Población;1781;
Malahá (La);Confirmados total;4;
Malahá (La);Defunciones total;;
Malahá (La);Confirmados < 14 días;0;
Vegas del Genil;Población;11166;
Vegas del Genil;Confirmados total;58;
Vegas del Genil;Defunciones total;8;
Vegas del Genil;Confirmados < 14 días;9;
Ventas de Huelma;Población;640;
Ventas de Huelma;Confirmados total;1;
Ventas de Huelma;Defunciones total;;
Ventas de Huelma;Confirmados < 14 días;0;
Huétor Tájar;Población;10352;
Huétor Tájar;Confirmados total;11;
Huétor Tájar;Defunciones total;;
Huétor Tájar;Confirmados < 14 días;2;
Moraleda de Zafayona;Población;3153;
Moraleda de Zafayona;Confirmados total;2;
Moraleda de Zafayona;Defunciones total;;
Moraleda de Zafayona;Confirmados < 14 días;1;
Salar;Población;2631;
Salar;Confirmados total;2;
Salar;Defunciones total;;
Salar;Confirmados < 14 días;0;
Villanueva Mesía;Población;2021;
Villanueva Mesía;Confirmados total;4;
Villanueva Mesía;Defunciones total;2;
Villanueva Mesía;Confirmados < 14 días;0;
Íllora;Población;10054;
Íllora;Confirmados total;7;
Íllora;Defunciones total;;
Íllora;Confirmados < 14 días;1;
Benalúa de las Villas;Población;1066;
Benalúa de las Villas;Confirmados total;1;
Benalúa de las Villas;Defunciones total;;
Benalúa de las Villas;Confirmados < 14 días;0;
Campotéjar;Población;1237;
Campotéjar;Confirmados total;1;
Campotéjar;Defunciones total;;
Campotéjar;Confirmados < 14 días;0;
Dehesas Viejas;Población;705;
Dehesas Viejas;Confirmados total;;
Dehesas Viejas;Defunciones total;;
Dehesas Viejas;Confirmados < 14 días;;
Domingo Pérez de Granada;Población;890;
Domingo Pérez de Granada;Confirmados total;;
Domingo Pérez de Granada;Defunciones total;;
Domingo Pérez de Granada;Confirmados < 14 días;;
Gobernador;Población;233;
Gobernador;Confirmados total;;
Gobernador;Defunciones total;;
Gobernador;Confirmados < 14 días;;
Guadahortuna;Población;1935;
Guadahortuna;Confirmados total;2;
Guadahortuna;Defunciones total;;
Guadahortuna;Confirmados < 14 días;1;
Iznalloz;Población;5134;
Iznalloz;Confirmados total;14;
Iznalloz;Defunciones total;1;
Iznalloz;Confirmados < 14 días;1;
Montejícar;Población;2113;
Montejícar;Confirmados total;1;
Montejícar;Defunciones total;1;
Montejícar;Confirmados < 14 días;1;
Montillana;Población;1189;
Montillana;Confirmados total;;
Montillana;Defunciones total;;
Montillana;Confirmados < 14 días;;
Píñar;Población;1138;
Píñar;Confirmados total;1;
Píñar;Defunciones total;;
Píñar;Confirmados < 14 días;0;
Torre-Cardela;Población;736;
Torre-Cardela;Confirmados total;;
Torre-Cardela;Defunciones total;;
Torre-Cardela;Confirmados < 14 días;;
Cájar;Población;5129;
Cájar;Confirmados total;46;
Cájar;Defunciones total;2;
Cájar;Confirmados < 14 días;5;
Gójar;Población;5795;
Gójar;Confirmados total;16;
Gójar;Defunciones total;2;
Gójar;Confirmados < 14 días;4;
Huétor Vega;Población;12039;
Huétor Vega;Confirmados total;34;
Huétor Vega;Defunciones total;;
Huétor Vega;Confirmados < 14 días;7;
Monachil;Población;7939;
Monachil;Confirmados total;37;
Monachil;Defunciones total;3;
Monachil;Confirmados < 14 días;5;
Ogíjares;Población;14160;
Ogíjares;Confirmados total;56;
Ogíjares;Defunciones total;4;
Ogíjares;Confirmados < 14 días;8;
Zubia (La);Población;19155;
Zubia (La);Confirmados total;90;
Zubia (La);Defunciones total;12;
Zubia (La);Confirmados < 14 días;7;
Loja;Población;20342;
Loja;Confirmados total;53;
Loja;Defunciones total;6;
Loja;Confirmados < 14 días;3;
Zagra;Población;834;
Zagra;Confirmados total;5;
Zagra;Defunciones total;;
Zagra;Confirmados < 14 días;5;
Maracena;Población;22116;
Maracena;Confirmados total;96;
Maracena;Defunciones total;9;
Maracena;Confirmados < 14 días;13;
Algarinejo;Población;2520;
Algarinejo;Confirmados total;3;
Algarinejo;Defunciones total;;
Algarinejo;Confirmados < 14 días;0;
Montefrío;Población;5433;
Montefrío;Confirmados total;32;
Montefrío;Defunciones total;3;
Montefrío;Confirmados < 14 días;19;
Peligros;Población;11394;
Peligros;Confirmados total;28;
Peligros;Defunciones total;3;
Peligros;Confirmados < 14 días;5;
Pulianas;Población;5429;
Pulianas;Confirmados total;18;
Pulianas;Defunciones total;1;
Pulianas;Confirmados < 14 días;0;
Moclín;Población;3651;
Moclín;Confirmados total;3;
Moclín;Defunciones total;;
Moclín;Confirmados < 14 días;1;
Pinos Puente;Población;9930;
Pinos Puente;Confirmados total;32;
Pinos Puente;Defunciones total;10;
Pinos Puente;Confirmados < 14 días;3;
Valderrubio;Población;2086;
Valderrubio;Confirmados total;;
Valderrubio;Defunciones total;;
Valderrubio;Confirmados < 14 días;;
Chauchina;Población;5565;
Chauchina;Confirmados total;3;
Chauchina;Defunciones total;;
Chauchina;Confirmados < 14 días;1;
Chimeneas;Población;1257;
Chimeneas;Confirmados total;;
Chimeneas;Defunciones total;;
Chimeneas;Confirmados < 14 días;;
Cijuela;Población;3322;
Cijuela;Confirmados total;4;
Cijuela;Defunciones total;1;
Cijuela;Confirmados < 14 días;2;
Fuente Vaqueros;Población;4406;
Fuente Vaqueros;Confirmados total;12;
Fuente Vaqueros;Defunciones total;;
Fuente Vaqueros;Confirmados < 14 días;1;
Láchar;Población;3471;
Láchar;Confirmados total;3;
Láchar;Defunciones total;;
Láchar;Confirmados < 14 días;0;
Santa Fe;Población;15157;
Santa Fe;Confirmados total;110;
Santa Fe;Defunciones total;16;
Santa Fe;Confirmados < 14 días;10;
Albuñuelas;Población;821;
Albuñuelas;Confirmados total;1;
Albuñuelas;Defunciones total;;
Albuñuelas;Confirmados < 14 días;0;
Dúrcal;Población;7015;
Dúrcal;Confirmados total;6;
Dúrcal;Defunciones total;;
Dúrcal;Confirmados < 14 días;1;
Lecrín;Población;2134;
Lecrín;Confirmados total;5;
Lecrín;Defunciones total;2;
Lecrín;Confirmados < 14 días;0;
Nigüelas;Población;1173;
Nigüelas;Confirmados total;2;
Nigüelas;Defunciones total;;
Nigüelas;Confirmados < 14 días;0;
Padul;Población;8420;
Padul;Confirmados total;19;
Padul;Defunciones total;2;
Padul;Confirmados < 14 días;2;
Pinar (El);Población;877;
Pinar (El);Confirmados total;;
Pinar (El);Defunciones total;;
Pinar (El);Confirmados < 14 días;;
Valle (El);Población;914;
Valle (El);Confirmados total;1;
Valle (El);Defunciones total;;
Valle (El);Confirmados < 14 días;0;
Villamena;Población;948;
Villamena;Confirmados total;1;
Villamena;Defunciones total;;
Villamena;Confirmados < 14 días;0;

          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
          
          
               
                    
               
